"ID","Language","Subscription.Type","Subscription.Event.Type","Purchase.Store","Purchase.Amount","Currency","Subscription.Start.Date","Subscription.Expiration","Demo.User","Free.Trial.User","Auto.Renew","Country","User.Type","Lead.Platform","Email.Subscriber","Push.Notifications","Send.Count","Open.Count","Click.Count","Unique.Open.Count","Unique.Click.Count","ExchangeRateToUSD","AmountInUSD","US_Canada","Other","Europe","Web.Purchase","App.Purchase","valueCust","OpenSendRatio","IsConsumer","IsOther","IsPOR","IsEBR","IsESP","IsKOR","IsENG","IsDEU","IsFRA","IsGLE","IsALL","IsSVE","IsITA","IsJPN","IsRUS","IsESC","IsFAR","IsGRK","IsARA","IsPOL","IsCHI","IsTUR","IsNED","IsVIE","IsHEB","IsTGL","IsHIN","IsDAR","IsLAT","IsKIS","IsURD","IsIND","IsPAS"
13560,"ESP",0,0,"Web",79,"USD","3/4/2019","12/4/2019",1,0,1,"US/Canada","Consumer","Web",1,1,197,34,0,27,0,1,79,1,0,0,1,0,1,0.17258883248731,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561,"HIN",0,0,"Web",79,"USD","10/20/2019","4/29/2020",0,0,1,"US/Canada","Consumer","Web",1,1,6,4,0,1,0,1,79,1,0,0,1,0,1,0.666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13562,"NED",0,0,"Web",20.69,"EUR","11/30/2018","5/30/2019",1,0,1,"Europe","Consumer","App",1,1,39,0,0,0,0,1.12,23.1728,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13563,"ITA",0,0,"Web",35.97,"USD","3/21/2020","6/26/2020",0,1,1,"US/Canada","Consumer","Web",0,1,6,6,2,2,1,1,35.97,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564,"RUS",0,0,"Web",35.97,"USD","1/15/2019","7/15/2020",0,0,1,"US/Canada","Consumer","Web",0,1,12,12,0,2,0,1,35.97,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13565,"ALL",1,0,"Web",189,"USD","3/1/2020","1/1/2099",1,0,0,"US/Canada","Consumer","App",1,1,255,246,5,125,1,1,189,1,0,0,1,0,1,0.964705882352941,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13569,"DEU",0,0,"Web",70.29,"USD","9/9/2019","3/9/2020",1,0,0,"US/Canada","Consumer","App",1,1,33,2,0,2,0,1,70.29,1,0,0,1,0,0,0.0606060606060606,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13575,"ESP",0,0,"Web",0,"USD","5/26/2019","8/26/2019",0,0,0,"US/Canada","Consumer","Web",0,1,46,2,0,2,0,1,0,1,0,0,1,0,0,0.0434782608695652,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13577,"ALL",1,0,"Web",189,"USD","2/20/2020","1/1/2099",1,0,0,"Other","Consumer","App",0,1,240,188,8,56,4,1,189,0,1,0,1,0,1,0.783333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13578,"DEU",0,0,"Web",44.5,"GBP","3/23/2020","9/26/2020",0,1,1,"Europe","Consumer","Web",1,1,9,9,9,2,2,1.31,58.295,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13581,"ESP",0,0,"Web",79,"USD","7/19/2019","4/19/2020",1,0,0,"US/Canada","Consumer","App",1,1,3,0,0,0,0,1,79,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586,"DEU",0,0,"Web",0,"USD","12/24/2018","12/24/2019",0,0,0,"US/Canada","Consumer","Web",0,1,91,8,0,6,0,1,0,1,0,0,1,0,0,0.0879120879120879,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13587,"ALL",1,0,"Web",199,"USD","3/5/2020","1/1/2099",1,0,0,"Other","Consumer","App",0,1,61,51,46,6,3,1,199,0,1,0,1,0,1,0.836065573770492,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588,"ESP",0,0,"Web",35.97,"USD","12/31/2018","6/30/2020",0,0,1,"US/Canada","Consumer","Web",1,1,194,23,0,11,0,1,35.97,1,0,0,1,0,1,0.118556701030928,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13591,"ESP",0,0,"Web",35.97,"USD","11/5/2019","2/5/2020",1,0,0,"US/Canada","Consumer","App",1,1,131,50,6,32,2,1,35.97,1,0,0,1,0,0,0.381679389312977,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13593,"ESP",0,0,"Web",0,"USD","1/1/2019","1/1/2020",0,0,0,"US/Canada","Consumer","Web",0,1,4,3,0,2,0,1,0,1,0,0,1,0,0,0.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13594,"FRA",0,0,"Web",0,"USD","11/27/2018","12/31/2019",0,0,0,"US/Canada","Consumer","Web",1,1,25,18,12,3,1,1,0,1,0,0,1,0,0,0.72,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13596,"ALL",1,0,"Web",199,"USD","3/27/2020","1/1/2099",0,1,0,"US/Canada","Consumer","Web",0,1,5,4,0,1,0,1,199,1,0,0,1,0,1,0.8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598,"ENG",0,0,"Web",0,"USD","10/31/2018","10/31/2019",0,0,0,"US/Canada","Consumer","Web",1,1,188,7,0,7,0,1,0,1,0,0,1,0,0,0.0372340425531915,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600,"ESP",0,0,"Web",35.97,"USD","12/3/2019","6/3/2020",0,0,0,"US/Canada","Consumer","Web",0,1,6,6,2,4,1,1,35.97,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13601,"ALL",0,0,"Web",159,"GBP","3/31/2020","3/31/2021",0,1,1,"Europe","Consumer","Web",1,1,2,2,0,1,0,1.31,208.29,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13603,"JPN",0,0,"Web",0,"USD","2/2/2019","8/2/2019",0,0,0,"Other","Other","Unknown",0,0,46,1,0,1,0,1,0,0,1,0,1,0,0,0.0217391304347826,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13608,"ALL",1,0,"Web",211.64,"USD","3/22/2020","1/1/2099",0,1,0,"US/Canada","Consumer","Web",1,1,220,58,12,25,3,1,211.64,1,0,0,1,0,1,0.263636363636364,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13612,"ESP",0,0,"Web",0,"USD","5/28/2019","5/28/2020",1,0,1,"US/Canada","Consumer","App",1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13614,"FRA",0,0,"Web",35.97,"USD","10/28/2019","2/2/2020",0,1,0,"US/Canada","Consumer","Web",1,1,53,0,0,0,0,1,35.97,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13616,"ALL",1,0,"Web",199,"USD","3/21/2020","1/1/2099",1,0,0,"US/Canada","Consumer","App",1,1,6,0,0,0,0,1,199,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13617,"ALL",1,0,"Web",199,"USD","2/25/2020","1/1/2099",0,1,0,"Other","Consumer","Web",0,1,6,6,6,1,1,1,199,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13619,"FRA",0,0,"Web",35.97,"USD","9/2/2019","12/2/2019",0,0,0,"US/Canada","Consumer","Web",1,1,187,97,2,81,1,1,35.97,1,0,0,1,0,0,0.518716577540107,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620,"ESC",0,0,"Web",119,"USD","10/8/2018","10/11/2020",0,0,1,"US/Canada","Consumer","Web",1,1,23,21,0,1,0,1,119,1,0,0,1,0,1,0.91304347826087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13621,"ALL",1,0,"Web",189,"USD","2/23/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,136,5,3,4,2,1,189,1,0,0,1,0,1,0.0367647058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,"FRA",0,0,"Web",79,"USD","3/16/2019","3/16/2020",0,0,0,"Other","Consumer","Web",1,1,5,1,0,1,0,1,79,0,1,0,1,0,0,0.2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627,"ALL",1,0,"Web",191.64,"USD","2/29/2020","1/1/2099",1,0,0,"US/Canada","Consumer","Web",1,1,11,0,0,0,0,1,191.64,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,"ALL",1,0,"Web",189,"USD","2/20/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",0,1,165,165,9,102,1,1,189,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,"ITA",0,0,"Web",49,"EUR","3/13/2020","6/22/2020",0,1,1,"Europe","Consumer","Web",1,1,4,0,0,0,0,1.12,54.88,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13633,"ESP",0,0,"Web",0,"USD","12/20/2018","12/20/2019",0,0,0,"US/Canada","Consumer","Web",0,1,56,51,2,27,1,1,0,1,0,0,1,0,0,0.910714285714286,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13636,"ALL",1,0,"Web",199,"USD","3/8/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,38,20,2,15,1,1,199,1,0,0,1,0,1,0.526315789473684,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,"ALL",1,0,"Web",189,"USD","2/27/2020","1/1/2099",1,0,0,"US/Canada","Consumer","App",0,1,120,1,1,1,1,1,189,1,0,0,1,0,1,0.00833333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,"ALL",1,0,"Web",210.94,"USD","2/25/2020","1/1/2099",0,0,0,"Other","Other","Unknown",0,0,6,0,0,0,0,1,210.94,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,"ESP",0,0,"Web",79,"USD","5/11/2019","11/11/2019",1,0,0,"US/Canada","Consumer","App",1,1,1,0,0,0,0,1,79,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13643,"EBR",0,0,"Web",62.3,"EUR","11/7/2019","5/7/2020",0,0,1,"Europe","Consumer","Web",1,1,12,3,0,1,0,1.12,69.776,0,0,1,1,0,1,0.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,"ESP",0,0,"Web",0,"USD","2/13/2019","2/13/2020",0,0,1,"US/Canada","Consumer","Web",1,1,95,15,14,2,1,1,0,1,0,0,1,0,1,0.157894736842105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13654,"ALL",1,0,"Web",189,"USD","2/25/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,120,3,3,1,1,1,189,1,0,0,1,0,1,0.025,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13655,"ALL",1,0,"Web",189,"USD","2/29/2020","1/1/2099",0,0,0,"Other","Other","Unknown",0,0,30,27,3,4,1,1,189,0,1,0,1,0,1,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,"FRA",0,0,"Web",16.81,"EUR","5/2/2019","2/3/2020",1,0,1,"Europe","Consumer","Web",0,1,9,9,0,2,0,1.12,18.8272,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13661,"ALL",1,0,"Web",199,"USD","3/20/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,116,10,6,3,1,1,199,1,0,0,1,0,1,0.0862068965517241,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668,"ESP",0,0,"Web",41.52,"USD","12/2/2019","3/2/2020",0,0,0,"US/Canada","Consumer","Web",0,1,30,11,3,6,1,1,41.52,1,0,0,1,0,0,0.366666666666667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13669,"ENG",0,0,"Web",35.97,"USD","3/26/2020","6/29/2020",0,1,1,"US/Canada","Consumer","Web",1,1,9,7,0,2,0,1,35.97,1,0,0,1,0,1,0.777777777777778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13670,"ALL",1,0,"Web",188.06,"USD","2/26/2020","1/1/2099",0,0,0,"Other","Other","Unknown",0,0,3,0,0,0,0,1,188.06,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13673,"RUS",0,0,"Web",39,"USD","8/7/2019","11/10/2019",0,1,0,"Europe","Consumer","Web",1,1,65,0,0,0,0,1,39,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674,"FRA",0,0,"Web",0,"USD","1/25/2019","7/25/2019",1,0,0,"US/Canada","Consumer","App",1,1,192,18,0,17,0,1,0,1,0,0,1,0,0,0.09375,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13680,"SVE",0,0,"Web",79,"USD","11/3/2018","5/3/2020",0,0,1,"US/Canada","Consumer","Web",1,1,4,0,0,0,0,1,79,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13681,"ESP",0,0,"Web",38.34,"USD","2/8/2019","7/12/2020",0,0,1,"US/Canada","Consumer","Web",1,1,45,0,0,0,0,1,38.34,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13687,"ESP",0,0,"Web",0,"USD","1/3/2019","1/3/2021",0,0,0,"US/Canada","Consumer","Web",0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688,"JPN",0,0,"Web",35.97,"USD","2/6/2020","5/6/2020",1,0,1,"US/Canada","Consumer","App",1,1,91,11,7,5,2,1,35.97,1,0,0,1,0,1,0.120879120879121,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13689,"ENG",0,0,"Web",35.97,"USD","1/28/2020","4/28/2020",0,1,0,"Other","Consumer","Web",1,1,3,3,1,2,1,1,35.97,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13690,"DEU",0,0,"Web",35.97,"USD","3/23/2020","6/26/2020",0,0,0,"Europe","Consumer","Web",0,1,5,4,4,1,1,1,35.97,0,0,1,1,0,0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13691,"ALL",1,0,"Web",199,"USD","3/22/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,194,33,18,20,6,1,199,1,0,0,1,0,1,0.170103092783505,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13695,"ALL",1,0,"Web",185.83,"USD","3/3/2020","1/1/2099",0,1,0,"US/Canada","Consumer","Web",1,1,45,1,0,1,0,1,185.83,1,0,0,1,0,1,0.0222222222222222,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13696,"ESP",0,0,"Web",0,"USD","2/26/2019","8/26/2019",0,0,0,"US/Canada","Consumer","Web",1,1,56,6,0,2,0,1,0,1,0,0,1,0,0,0.107142857142857,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13702,"ESP",0,0,"Web",35.97,"USD","11/13/2019","2/18/2020",0,1,0,"US/Canada","Consumer","Web",0,1,8,8,2,3,2,1,35.97,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703,"ALL",1,0,"Web",199,"EUR","3/19/2020","1/1/2099",1,0,0,"Europe","Consumer","App",1,1,3,3,0,2,0,1.12,222.88,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13704,"ALL",0,0,"Web",95.88,"USD","3/28/2020","3/28/2021",0,1,0,"US/Canada","Consumer","Web",0,1,4,4,0,1,0,1,95.88,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13705,"ESC",0,0,"Web",49.5,"EUR","2/14/2020","5/18/2020",0,1,1,"Europe","Consumer","Web",0,1,8,6,3,2,1,1.12,55.44,0,0,1,1,0,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13709,"ALL",1,0,"Web",199,"USD","3/24/2020","1/1/2099",0,1,0,"Other","Consumer","Web",0,1,39,18,5,12,3,1,199,0,1,0,1,0,1,0.461538461538462,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13712,"ESP",0,0,"Web",35.97,"USD","1/14/2020","4/19/2020",0,0,0,"US/Canada","Consumer","Web",0,1,5,4,3,2,1,1,35.97,1,0,0,1,0,0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13714,"ESP",0,0,"Web",79,"USD","2/3/2019","5/4/2020",0,0,1,"US/Canada","Consumer","Web",1,1,3,0,0,0,0,1,79,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13716,"ALL",1,0,"Web",189,"USD","2/24/2020","1/1/2099",1,0,0,"US/Canada","Consumer","App",1,1,32,22,4,4,1,1,189,1,0,0,1,0,1,0.6875,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13717,"KOR",0,0,"Web",35.97,"USD","8/30/2019","5/29/2020",1,0,1,"US/Canada","Consumer","Web",1,1,5,4,0,2,0,1,35.97,1,0,0,1,0,1,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13723,"ESP",0,0,"Web",35.97,"USD","3/10/2020","6/10/2020",1,0,1,"US/Canada","Consumer","Web",1,1,116,40,2,20,2,1,35.97,1,0,0,1,0,1,0.344827586206897,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13725,"ITA",0,0,"Web",0,"USD","5/31/2019","8/31/2019",1,0,0,"US/Canada","Consumer","App",1,1,142,15,0,6,0,1,0,1,0,0,1,0,0,0.105633802816901,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13726,"ARA",0,0,"Web",39,"USD","1/3/2020","4/3/2020",0,1,0,"Other","Consumer","Web",0,1,2,0,0,0,0,1,39,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13727,"FRA",0,0,"Web",41.15,"USD","8/27/2019","11/29/2019",0,1,0,"US/Canada","Consumer","Web",1,1,1,0,0,0,0,1,41.15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13729,"POR",0,0,"Web",0,"USD","1/17/2019","1/17/2020",0,0,0,"US/Canada","Consumer","Web",1,1,145,6,0,4,0,1,0,1,0,0,1,0,0,0.0413793103448276,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13730,"SVE",0,0,"Web",120,"USD","2/13/2020","2/13/2022",1,0,1,"US/Canada","Consumer","Web",1,1,92,15,5,11,1,1,120,1,0,0,1,0,1,0.16304347826087,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13733,"ALL",1,0,"Web",199,"USD","3/4/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,6,0,0,0,0,1,199,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13735,"ESP",0,0,"Web",79,"USD","2/7/2019","5/7/2020",0,0,1,"Other","Other","Unknown",0,0,5,3,0,1,0,1,79,0,1,0,1,0,1,0.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13737,"ALL",1,0,"Web",199,"USD","3/25/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",1,1,17,1,0,1,0,1,199,1,0,0,1,0,1,0.0588235294117647,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13743,"ALL",1,0,"Web",199,"USD","3/29/2020","1/1/2099",0,0,0,"US/Canada","Consumer","Web",0,1,12,10,5,2,1,1,199,1,0,0,1,0,1,0.833333333333333,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13744,"ENG",0,0,"Web",0,"USD","2/2/2019","8/2/2019",0,0,0,"Other","Consumer","Web",1,1,16,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13745,"ENG",0,0,"Web",179,"USD","11/4/2018","11/19/2019",1,0,0,"US/Canada","Consumer","Web",1,1,2,0,0,0,0,1,179,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13746,"NED",0,0,"Web",20,"EUR","3/5/2019","5/5/2020",0,0,1,"Other","Other","Unknown",0,0,3,1,0,1,0,1.12,22.4,0,1,0,1,0,1,0.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13752,"ESP",0,0,"Web",39,"USD","7/22/2019","10/25/2019",0,1,0,"US/Canada","Consumer","Web",1,1,108,0,0,0,0,1,39,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13753,"ESC",0,0,"Web",79,"USD","5/28/2019","11/28/2019",1,0,0,"US/Canada","Consumer","Web",0,1,52,23,2,17,1,1,79,1,0,0,1,0,0,0.442307692307692,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13754,"POR",0,0,"Web",35.97,"USD","1/23/2020","7/23/2020",0,0,0,"Other","Other","Unknown",0,0,15,5,0,3,0,1,35.97,0,1,0,1,0,0,0.333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13756,"ITA",0,0,"Web",0,"USD","5/6/2019","11/6/2019",1,0,0,"US/Canada","Consumer","App",1,1,46,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
